"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level"
"1.7.2","7b","01189","THOM","Mon 9 Jun 1980 07:31:43 GMT+00:00","3"
"1.7.2.1","7b1","01190","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4"
"1.7.2.2","7b2","01193","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4"
"1.7.2.3","7b3","01195","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4"
"1.7.2.4","7b4","01196","ROSE","Fri 9 Jan 1981 07:39:18 GMT+00:00","4"
"1.7.2.4.1","7b4a","01197","ROSE","Mon 12 Jan 1981 07:49:19 GMT+00:00","5"
"1.7.2.4.2","7b4b","01198","ROSE","Mon 12 Jan 1981 07:49:34 GMT+00:00","5"
"1.7.2.4.2.1","7b4b1","01199","RVR","Tue 16 Nov 1982 05:24:06 GMT+00:00","6"
"1.7.2.4.3","7b4c","01200","ROSE","Mon 12 Jan 1981 07:49:50 GMT+00:00","5"
"1.7.2.4.3.1","7b4c1","01201","ROSE","Mon 12 Jan 1981 07:49:51 GMT+00:00","6"
"1.7.2.5","7b5","01202","DRH","Tue 18 Aug 1981 05:36:55 GMT+00:00","4"
"1.7.3","7c","01203","ROSE","Fri 9 Jan 1981 07:52:03 GMT+00:00","3"
"1.7.3.1","7c1","01214","RVR","Tue 16 Nov 1982 05:24:51 GMT+00:00","4"
"1.7.3.2","7c2","01205","ROSE","Mon 12 Jan 1981 07:50:04 GMT+00:00","4"
"1.7.3.2.1","7c2a","01231","THOM","Mon 4 Aug 1980 06:41:15 GMT+00:00","5"
"1.7.3.2.1.1","7c2a1","01232","ROSE","Fri 9 Jan 1981 07:53:15 GMT+00:00","6"
"1.7.3.2.2","7c2b","01206","THOM","Tue 1 Jul 1980 05:32:51 GMT+00:00","5"
"1.7.3.2.2.1","7c2b1","01213","ROSE","Fri 9 Jan 1981 07:53:28 GMT+00:00","6"
"1.7.3.2.3","7c2c","01208","THOM","Tue 1 Jul 1980 05:32:59 GMT+00:00","5"
"1.7.3.2.3.1","7c2c1","01216","ROSE","Tue 5 Aug 1980 05:53:58 GMT+00:00","6"
"1.7.3.2.4","7c2d","01209","THOM","Tue 1 Jul 1980 05:33:01 GMT+00:00","5"
"1.7.3.2.4.1","7c2d1","01218","ROSE","Fri 9 Jan 1981 07:53:41 GMT+00:00","6"
"1.7.3.2.5","7c2e","01210","THOM","Tue 1 Jul 1980 05:33:01 GMT+00:00","5"
"1.7.3.2.5.1","7c2e1","01217","THOM","Tue 1 Jul 1980 05:38:30 GMT+00:00","6"
"1.7.3.2.6","7c2f","01211","ROSE","Tue 5 Aug 1980 06:00:38 GMT+00:00","5"
"1.7.3.2.6.1","7c2f1","01212","THOM","Tue 1 Jul 1980 06:03:58 GMT+00:00","6"
"1.7.4","7d","01182","THOM","Mon 9 Jun 1980 07:25:43 GMT+00:00","3"
"1.7.4.1","7d1","01219","ROSE","Mon 12 Jan 1981 07:50:11 GMT+00:00","4"
"1.7.4.2","7d2","01220","THOM","Tue 1 Jul 1980 06:08:29 GMT+00:00","4"
"1.7.4.3","7d3","01221","THOM","Tue 1 Jul 1980 06:08:29 GMT+00:00","4"
"1.7.5","7e","01183","THOM","Mon 9 Jun 1980 07:25:52 GMT+00:00","3"
"1.7.5.1","7e1","01184","DRH","Tue 18 Aug 1981 05:39:50 GMT+00:00","4"
"1.7.6","7f","01191","DRH","Tue 18 Aug 1981 05:38:11 GMT+00:00","3"
"1.7.6.1","7f1","01192","DRH","Tue 18 Aug 1981 05:40:45 GMT+00:00","4"
