"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level"
"1.8.3","8c","0126","DCE","Wed 19 Oct 1983 01:49:11 GMT+00:00","3"
"1.8.4","8d","0128","DCE","Thu 20 Oct 1983 01:57:33 GMT+00:00","3"
"1.8.5","8e","0129","DCE","Thu 20 Oct 1983 01:59:56 GMT+00:00","3"
"1.8.6","8f","0180","DCE","Thu 20 Oct 1983 01:51:32 GMT+00:00","3"
"1.8.7","8g","0181","EKM","Thu 20 Oct 1983 06:59:29 GMT+00:00","3"
"1.8.8","8h","0143","DCE","Thu 20 Oct 1983 00:30:06 GMT+00:00","3"
"1.8.9","8i","0131","DCE","Wed 19 Oct 1983 00:53:24 GMT+00:00","3"
"1.8.10","8j","0146","DCE","Wed 19 Oct 1983 00:54:07 GMT+00:00","3"
"1.8.11","8k","0140","DCE","Thu 20 Oct 1983 00:30:37 GMT+00:00","3"
"1.8.12","8l","0130","DCE","Wed 19 Oct 1983 00:49:04 GMT+00:00","3"
"1.8.13","8m","0141","DCE","Thu 20 Oct 1983 01:41:40 GMT+00:00","3"
"1.8.14","8n","0142","DCE","Wed 19 Oct 1983 01:51:04 GMT+00:00","3"
"1.8.15","8o","0147","DCE","Wed 19 Oct 1983 00:54:36 GMT+00:00","3"
"1.8.16","8p","0148","DCE","Thu 20 Oct 1983 00:30:48 GMT+00:00","3"
"1.9","9","0160","EKM","Thu 20 Oct 1983 05:46:21 GMT+00:00","2"
"1.9.1","9a","0161","DCE","Thu 20 Oct 1983 00:31:36 GMT+00:00","3"
"1.10","10","0149","EKM","Thu 20 Oct 1983 06:37:42 GMT+00:00","2"
"1.10.1","10a","0150","EKM","Thu 20 Oct 1983 06:48:09 GMT+00:00","3"
"1.10.2","10b","0162","EKM","Thu 20 Oct 1983 06:48:10 GMT+00:00","3"
"1.10.3","10c","0151","EKM","Thu 20 Oct 1983 06:48:12 GMT+00:00","3"
"1.11","11","0179","DCE","Wed 19 Oct 1983 07:17:48 GMT+00:00","2"
"1.12","12","0182","DCE","Thu 20 Oct 1983 02:02:12 GMT+00:00","2"
"1.12.1","12a","0183","DCE","Thu 20 Oct 1983 02:03:28 GMT+00:00","3"
"1.12.2","12b","0184","DCE","Thu 20 Oct 1983 02:03:49 GMT+00:00","3"
"1.12.3","12c","0185","DCE","Thu 20 Oct 1983 02:04:23 GMT+00:00","3"
"1.12.4","12d","0186","DCE","Thu 20 Oct 1983 02:04:59 GMT+00:00","3"
"1.12.5","12e","0187","DCE","Thu 20 Oct 1983 02:05:03 GMT+00:00","3"
"1.13","13","02","DCE","Wed 12 Oct 1983 07:29:59 GMT+00:00","2"
"1.13.1","13a","027","DCE","Mon 17 Oct 1983 07:37:37 GMT+00:00","3"
"1.13.1.1","13a1","028","DCE","Mon 17 Oct 1983 07:37:48 GMT+00:00","4"
"1.13.1.1.1","13a1a","029","DCE","Mon 17 Oct 1983 07:37:59 GMT+00:00","5"
"1.13.1.2","13a2","030","DCE","Mon 17 Oct 1983 07:38:13 GMT+00:00","4"
"1.13.1.2.1","13a2a","031","DCE","Mon 17 Oct 1983 07:38:15 GMT+00:00","5"
"1.13.1.2.2","13a2b","032","DCE","Mon 17 Oct 1983 07:38:28 GMT+00:00","5"
"1.13.1.2.3","13a2c","033","DCE","Mon 17 Oct 1983 07:39:25 GMT+00:00","5"
"1.13.2","13b","022","DCE","Mon 17 Oct 1983 07:36:47 GMT+00:00","3"
"1.13.2.1","13b1","026","DCE","Mon 17 Oct 1983 07:37:14 GMT+00:00","4"
"1.13.2.2","13b2","037","DCE","Mon 17 Oct 1983 07:42:02 GMT+00:00","4"
"1.13.2.3","13b3","021","DCE","Mon 17 Oct 1983 07:35:23 GMT+00:00","4"
"1.13.3","13c","016","DCE","Wed 19 Oct 1983 07:17:09 GMT+00:00","3"
"1.13.3.1","13c1","015","DCE","Mon 17 Oct 1983 07:32:46 GMT+00:00","4"
"1.13.3.1.1","13c1a","017","DCE","Mon 17 Oct 1983 07:33:58 GMT+00:00","5"
"1.13.3.1.2","13c1b","018","DCE","Mon 17 Oct 1983 07:34:17 GMT+00:00","5"
"1.13.3.2","13c2","010","DCE","Mon 17 Oct 1983 07:30:22 GMT+00:00","4"
"1.13.3.3","13c3","011","DCE","Mon 17 Oct 1983 07:31:20 GMT+00:00","4"
"1.13.3.4","13c4","012","DCE","Mon 17 Oct 1983 07:31:26 GMT+00:00","4"
"1.13.3.5","13c5","013","DCE","Mon 17 Oct 1983 07:32:10 GMT+00:00","4"
"1.13.3.6","13c6","014","DCE","Mon 17 Oct 1983 07:32:28 GMT+00:00","4"
"1.13.4","13d","04","DCE","Wed 12 Oct 1983 07:30:40 GMT+00:00","3"
"1.13.4.1","13d1","05","DCE","Wed 12 Oct 1983 07:31:11 GMT+00:00","4"
"1.13.5","13e","038","DCE","Mon 17 Oct 1983 07:42:44 GMT+00:00","3"
"1.13.5.1","13e1","065","DCE","Tue 18 Oct 1983 00:04:53 GMT+00:00","4"
"1.13.5.1.1","13e1a","066","DCE","Tue 18 Oct 1983 00:04:04 GMT+00:00","5"
"1.13.5.2","13e2","059","DCE","Tue 18 Oct 1983 00:04:51 GMT+00:00","4"
"1.13.5.2.1","13e2a","060","DCE","Mon 17 Oct 1983 07:52:33 GMT+00:00","5"
"1.13.5.2.1.1","13e2a1","061","DCE","Tue 18 Oct 1983 00:00:01 GMT+00:00","6"
"1.13.5.2.1.1.1","13e2a1a","064","DCE","Tue 18 Oct 1983 00:01:08 GMT+00:00","7"
"1.13.5.2.1.2","13e2a2","062","DCE","Tue 18 Oct 1983 00:00:35 GMT+00:00","6"
"1.13.5.3","13e3","040","DCE","Tue 18 Oct 1983 00:04:49 GMT+00:00","4"
"1.13.5.3.1","13e3a","056","DCE","Mon 17 Oct 1983 07:52:33 GMT+00:00","5"
"1.13.5.3.1.1","13e3a1","058","DCE","Mon 17 Oct 1983 07:53:04 GMT+00:00","6"
"1.13.5.3.2","13e3b","057","DCE","Mon 17 Oct 1983 07:50:43 GMT+00:00","5"
"1.13.5.3.3","13e3c","052","DCE","Mon 17 Oct 1983 07:50:41 GMT+00:00","5"
"1.13.5.3.3.1","13e3c1","053","DCE","Mon 17 Oct 1983 07:50:43 GMT+00:00","6"
"1.13.5.3.3.2","13e3c2","055","DCE","Tue 18 Oct 1983 00:02:20 GMT+00:00","6"
"1.13.5.3.3.3","13e3c3","054","DCE","Mon 17 Oct 1983 07:50:44 GMT+00:00","6"
"1.13.5.4","13e4","039","DCE","Tue 18 Oct 1983 00:04:45 GMT+00:00","4"
"1.13.5.4.1","13e4a","049","DCE","Mon 17 Oct 1983 07:49:01 GMT+00:00","5"
"1.13.5.4.1.1","13e4a1","041","DCE","Mon 17 Oct 1983 07:44:45 GMT+00:00","6"
"1.13.5.4.1.2","13e4a2","042","DCE","Mon 17 Oct 1983 07:48:07 GMT+00:00","6"
"1.13.5.4.1.2.1","13e4a2a","048","DCE","Mon 17 Oct 1983 07:49:23 GMT+00:00","7"
"1.13.5.4.1.2.2","13e4a2b","047","DCE","Mon 17 Oct 1983 07:49:15 GMT+00:00","7"
"1.13.5.4.1.2.3","13e4a2c","043","DCE","Mon 17 Oct 1983 07:49:21 GMT+00:00","7"
"1.13.5.4.1.2.4","13e4a2d","044","DCE","Mon 17 Oct 1983 07:49:36 GMT+00:00","7"
"1.13.5.4.1.2.4.1","13e4a2d1","045","DCE","Mon 17 Oct 1983 07:49:40 GMT+00:00","8"
"1.13.5.4.1.2.4.2","13e4a2d2","046","DCE","Mon 17 Oct 1983 07:47:12 GMT+00:00","8"
"1.13.5.4.1.2.5","13e4a2e","050","DCE","Mon 17 Oct 1983 07:49:50 GMT+00:00","7"
"1.13.5.4.1.3","13e4a3","051","DCE","Mon 17 Oct 1983 07:49:50 GMT+00:00","6"
