"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated"
"1","","","",""
"1.3.2.4.13.1.3","3b4m1c","0684","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.13.1.4","3b4m1d","0685","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.14","3b4n","058","","Thu 11 May 2006 00:03:45 GMT+00:00"
"1.3.2.4.14.1","3b4n1","0118","","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.14.1.1","3b4n1a","066","","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.14.1.2","3b4n1b","0737","","Fri 19 May 2006 07:47:54 GMT+00:00"
"1.3.2.4.14.1.3","3b4n1c","0348","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.14.1.3.1","3b4n1c1","0349","","Fri 19 May 2006 07:47:31 GMT+00:00"
"1.3.2.4.14.1.4","3b4n1d","0735","","Fri 19 May 2006 07:47:19 GMT+00:00"
"1.3.2.4.14.1.4.1","3b4n1d1","0736","","Fri 19 May 2006 07:47:25 GMT+00:00"
"1.3.2.4.14.1.5","3b4n1e","0729","","Fri 19 May 2006 07:47:10 GMT+00:00"
"1.3.2.4.14.1.6","3b4n1f","0730","","Fri 19 May 2006 07:47:13 GMT+00:00"
"1.3.2.4.14.1.7","3b4n1g","0731","","Fri 19 May 2006 07:47:14 GMT+00:00"
"1.3.2.4.14.1.8","3b4n1h","0732","","Fri 19 May 2006 07:47:15 GMT+00:00"
"1.3.2.4.14.1.9","3b4n1i","0733","","Fri 19 May 2006 07:47:15 GMT+00:00"
"1.3.2.4.14.1.10","3b4n1j","0734","","Fri 19 May 2006 07:47:16 GMT+00:00"
"1.3.2.5","3b5","0621","","Mon 15 May 2006 06:19:59 GMT+00:00"
"1.3.2.5.1","3b5a","067","","Thu 11 May 2006 00:04:18 GMT+00:00"
"1.3.2.5.1.1","3b5a1","0121","","Thu 11 May 2006 00:11:20 GMT+00:00"
"1.3.2.5.1.1.2","3b5a1b","0363","","Wed 17 May 2006 07:39:34 GMT+00:00"
"1.3.2.5.1.1.2.1","3b5a1b1","0692","","Wed 17 May 2006 07:39:48 GMT+00:00"
"1.3.2.5.1.1.2.1.1","3b5a1b1a","0693","","Wed 17 May 2006 07:39:48 GMT+00:00"
"1.3.2.5.1.1.2.1.2","3b5a1b1b","0694","","Wed 17 May 2006 07:39:59 GMT+00:00"
"1.3.2.5.1.1.3","3b5a1c","0691","","Wed 17 May 2006 07:39:30 GMT+00:00"
"1.3.2.5.2","3b5b","069","","Thu 11 May 2006 00:04:21 GMT+00:00"
"1.3.2.5.2.1","3b5b1","0122","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.5.2.1.1","3b5b1a","070","","Wed 17 May 2006 07:40:12 GMT+00:00"
"1.3.2.5.2.1.2","3b5b1b","0364","","Thu 11 May 2006 00:11:42 GMT+00:00"
"1.3.2.5.3","3b5c","071","","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.3.2.5.3.1","3b5c1","0123","","Tue 9 May 2006 07:07:00 GMT+00:00"
"1.3.2.5.3.1.1","3b5c1a","072","","Wed 17 May 2006 07:39:22 GMT+00:00"
"1.3.2.5.3.1.2","3b5c1b","0365","","Thu 11 May 2006 00:11:39 GMT+00:00"
"1.3.2.5.3.1.3","3b5c1c","0367","","Thu 11 May 2006 00:11:39 GMT+00:00"
"1.3.2.5.3.1.4","3b5c1d","0370","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.5","3b5c1e","0371","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.6","3b5c1f","0378","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.7","3b5c1g","0366","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.8","3b5c1h","0368","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.9","3b5c1i","0369","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.10","3b5c1j","0372","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.11","3b5c1k","0373","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.12","3b5c1l","0374","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.13","3b5c1m","0375","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.14","3b5c1n","0376","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.15","3b5c1o","0379","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.16","3b5c1p","0380","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.17","3b5c1q","0381","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.18","3b5c1r","0382","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.19","3b5c1s","0383","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.4","3b5d","073","","Thu 11 May 2006 00:04:37 GMT+00:00"
"1.3.2.5.4.1","3b5d1","0124","","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.3.2.5.4.1.2","3b5d1b","0384","","Tue 9 May 2006 07:34:07 GMT+00:00"
"1.3.2.5.4.1.3","3b5d1c","0385","","Tue 9 May 2006 07:34:11 GMT+00:00"
"1.3.2.5.4.1.4","3b5d1d","0386","","Tue 9 May 2006 07:34:42 GMT+00:00"
"1.3.2.5.4.1.5","3b5d1e","0387","","Tue 9 May 2006 07:34:54 GMT+00:00"
"1.3.2.5.4.1.6","3b5d1f","0388","","Tue 9 May 2006 07:35:07 GMT+00:00"
"1.3.2.5.4.1.7","3b5d1g","0389","","Tue 9 May 2006 07:35:21 GMT+00:00"
"1.3.2.5.4.1.8","3b5d1h","0390","","Tue 9 May 2006 07:35:34 GMT+00:00"
"1.3.2.5.4.1.9","3b5d1i","0391","","Tue 9 May 2006 07:36:04 GMT+00:00"
"1.3.2.5.4.1.10","3b5d1j","0392","","Tue 9 May 2006 07:36:18 GMT+00:00"
"1.3.2.5.4.1.11","3b5d1k","0393","","Tue 9 May 2006 07:36:21 GMT+00:00"
"1.3.2.5.4.1.12","3b5d1l","0394","","Tue 9 May 2006 07:36:24 GMT+00:00"
"1.3.2.5.4.1.13","3b5d1m","0395","","Tue 9 May 2006 07:36:27 GMT+00:00"
"1.3.2.5.4.1.14","3b5d1n","0396","","Tue 9 May 2006 07:36:30 GMT+00:00"
"1.3.2.5.4.1.15","3b5d1o","0397","","Tue 9 May 2006 07:36:35 GMT+00:00"
"1.3.2.5.5","3b5e","075","","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.3.2.5.5.1","3b5e1","0125","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.5.5.1.1","3b5e1a","076","","Wed 17 May 2006 07:39:22 GMT+00:00"
"1.3.2.5.5.1.2","3b5e1b","0398","","Tue 9 May 2006 07:36:45 GMT+00:00"
"1.3.2.5.5.1.3","3b5e1c","0399","","Tue 9 May 2006 07:36:47 GMT+00:00"
"1.3.2.5.5.1.4","3b5e1d","0400","","Tue 9 May 2006 07:36:49 GMT+00:00"
"1.3.2.5.5.1.5","3b5e1e","0401","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.5.1.6","3b5e1f","0402","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.5.1.7","3b5e1g","0403","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6","3b6","0623","","Mon 15 May 2006 06:19:59 GMT+00:00"
"1.3.2.6.1","3b6a","078","","Thu 11 May 2006 00:05:29 GMT+00:00"
"1.3.2.6.1.1","3b6a1","0127","","Tue 9 May 2006 07:07:30 GMT+00:00"
"1.3.2.6.1.1.1","3b6a1a","0738","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.1.1.2","3b6a1b","0739","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.1.1.3","3b6a1c","0740","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2","3b6b","080","","Thu 11 May 2006 00:05:30 GMT+00:00"
"1.3.2.6.2.1","3b6b1","0128","","Tue 9 May 2006 07:07:38 GMT+00:00"
"1.3.2.6.2.1.1","3b6b1a","0741","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2.1.2","3b6b1b","0742","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2.1.3","3b6b1c","0743","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3","3b6c","081","","Thu 11 May 2006 00:05:35 GMT+00:00"
"1.3.2.6.3.1","3b6c1","0129","","Tue 9 May 2006 07:07:45 GMT+00:00"
"1.3.2.6.3.1.1","3b6c1a","0744","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3.1.2","3b6c1b","0745","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3.1.3","3b6c1c","0746","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4","3b6d","082","","Thu 11 May 2006 00:05:31 GMT+00:00"
"1.3.2.6.4.1","3b6d1","0130","","Tue 9 May 2006 07:07:51 GMT+00:00"
"1.3.2.6.4.1.1","3b6d1a","0747","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4.1.2","3b6d1b","0748","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4.1.3","3b6d1c","0749","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7","3b7","0620","","Mon 15 May 2006 06:20:00 GMT+00:00"
"1.3.2.7.1","3b7a","049","","Thu 11 May 2006 00:05:41 GMT+00:00"
"1.3.2.7.1.1","3b7a1","0119","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.3.2.7.1.1.1","3b7a1a","0281","","Thu 11 May 2006 00:12:09 GMT+00:00"
"1.3.2.7.1.1.2","3b7a1b","0282","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.2","3b7b","050","","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.3.2.7.2.1","3b7b1","0120","","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.3.2.7.2.1.1","3b7b1a","0283","","Thu 11 May 2006 00:12:16 GMT+00:00"
"1.3.2.7.2.1.2","3b7b1b","0284","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.2.1.3","3b7b1c","0285","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.3","3b7c","033","","Thu 11 May 2006 00:05:51 GMT+00:00"
"1.3.2.7.3.1","3b7c1","098","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.7.3.1.1","3b7c1a","0187","","Sat 20 May 2006 00:08:45 GMT+00:00"
"1.3.2.7.3.1.1.1","3b7c1a1","0188","","Fri 19 May 2006 07:47:30 GMT+00:00"
"1.3.2.7.3.1.1.1.1","3b7c1a1a","0189","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.4","3b7d","036","","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.3.2.7.4.1","3b7d1","0101","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.7.4.1.1","3b7d1a","0228","","Thu 11 May 2006 00:12:05 GMT+00:00"
"1.3.2.7.4.1.2","3b7d1b","0229","","Thu 11 May 2006 00:12:05 GMT+00:00"
"1.3.2.7.4.1.3","3b7d1c","0230","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.4.1.4","3b7d1d","0231","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.5","3b7e","037","","Thu 11 May 2006 00:05:59 GMT+00:00"
"1.3.2.7.5.1","3b7e1","0102","","Tue 9 May 2006 07:01:56 GMT+00:00"
"1.3.2.7.5.1.1","3b7e1a","0232","","Thu 11 May 2006 00:12:27 GMT+00:00"
"1.3.2.7.5.1.2","3b7e1b","0233","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.5.1.3","3b7e1c","0234","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.8","3b8","0131","","Mon 15 May 2006 06:20:00 GMT+00:00"
"1.3.2.8.1","3b8a","083","","Tue 9 May 2006 06:52:57 GMT+00:00"
"1.3.2.8.1.1","3b8a1","0132","","Tue 9 May 2006 07:08:08 GMT+00:00"
"1.3.3","3c","0625","","Thu 11 May 2006 01:28:47 GMT+00:00"
"1.3.3.1","3c1","0626","","Mon 15 May 2006 06:20:05 GMT+00:00"
"1.3.3.1.1","3c1a","0627","","Mon 15 May 2006 06:20:07 GMT+00:00"
"1.3.3.1.1.1","3c1a1","0628","","Mon 15 May 2006 06:20:36 GMT+00:00"
"1.3.3.1.1.1.1","3c1a1a","0633","","Mon 15 May 2006 06:22:27 GMT+00:00"
"1.3.3.1.1.1.2","3c1a1b","0629","","Mon 15 May 2006 06:22:00 GMT+00:00"
"1.3.3.1.1.1.2.1","3c1a1b1","0630","","Mon 15 May 2006 06:33:08 GMT+00:00"
"1.3.3.1.1.1.2.2","3c1a1b2","0631","","Mon 15 May 2006 06:26:20 GMT+00:00"
"1.3.3.1.1.1.3","3c1a1c","0632","","Mon 15 May 2006 06:21:59 GMT+00:00"
"1.4","4","05","","Tue 9 May 2006 06:44:54 GMT+00:00"
"1.4.1","4a","0608","","Mon 15 May 2006 06:19:43 GMT+00:00"
"1.4.2","4b","0462","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.2.1","4b1","0465","","Tue 9 May 2006 07:46:29 GMT+00:00"
"1.4.2.1.1","4b1a","0466","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.2.1.1.1","4b1a1","0483","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.2.1.1.1.1","4b1a1a","0484","","Tue 9 May 2006 07:49:00 GMT+00:00"
"1.4.2.1.1.1.1.1","4b1a1a1","0485","","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.4.2.1.1.1.1.1.1","4b1a1a1a","0486","","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.4.2.1.1.1.1.1.1.1","4b1a1a1a1","0487","","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.4.2.1.1.1.1.2","4b1a1a2","0488","","Tue 9 May 2006 07:48:43 GMT+00:00"
"1.4.2.1.1.1.1.2.1","4b1a1a2a","0489","","Tue 9 May 2006 07:48:44 GMT+00:00"
"1.4.2.1.1.1.1.2.2","4b1a1a2b","0490","","Tue 9 May 2006 07:48:47 GMT+00:00"
"1.4.2.1.1.1.1.2.2.1","4b1a1a2b1","0491","","Tue 9 May 2006 07:48:49 GMT+00:00"
"1.4.2.1.1.1.1.2.3","4b1a1a2c","0492","","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.2.1.1.1.1.2.3.1","4b1a1a2c1","0493","","Wed 10 May 2006 07:51:28 GMT+00:00"
"1.4.2.1.1.1.1.2.4","4b1a1a2d","0494","","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.4.2.2","4b2","0467","","Tue 9 May 2006 07:46:30 GMT+00:00"
"1.4.2.2.1","4b2a","0468","","Tue 9 May 2006 07:45:35 GMT+00:00"
"1.4.2.2.1.1","4b2a1","0469","","Tue 9 May 2006 07:46:31 GMT+00:00"
"1.4.2.2.1.1.1","4b2a1a","0470","","Wed 10 May 2006 07:53:28 GMT+00:00"
"1.4.2.2.1.2","4b2a2","0471","","Tue 9 May 2006 07:46:31 GMT+00:00"
"1.4.2.2.1.2.1","4b2a2a","0472","","Wed 10 May 2006 07:53:27 GMT+00:00"
"1.4.2.2.2","4b2b","0474","","Tue 9 May 2006 07:45:52 GMT+00:00"
"1.4.2.2.2.1","4b2b1","0475","","Tue 9 May 2006 07:46:45 GMT+00:00"
"1.4.2.2.2.1.1","4b2b1a","0476","","Wed 10 May 2006 07:50:23 GMT+00:00"
"1.4.2.2.2.1.1.1","4b2b1a1","0477","","Tue 9 May 2006 07:46:55 GMT+00:00"
"1.4.2.3","4b3","0478","","Tue 9 May 2006 07:47:09 GMT+00:00"
"1.4.2.3.1","4b3a","0480","","Tue 9 May 2006 07:47:18 GMT+00:00"
"1.4.2.3.2","4b3b","0481","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.2.3.3","4b3c","0482","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3","4c","0463","","Wed 10 May 2006 07:50:26 GMT+00:00"
"1.4.3.1","4c1","0495","","Wed 10 May 2006 07:50:29 GMT+00:00"
"1.4.3.1.1","4c1a","0499","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.1","4c1a1","0496","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.1.1","4c1a1a","0497","","Tue 9 May 2006 07:50:00 GMT+00:00"
"1.4.3.1.1.1.1.1","4c1a1a1","0502","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.3.1.1.1.2","4c1a1b","0500","","Wed 10 May 2006 07:51:23 GMT+00:00"
"1.4.3.1.1.1.2.1","4c1a1b1","0503","","Tue 9 May 2006 07:50:23 GMT+00:00"
"1.4.3.1.1.1.3","4c1a1c","0501","","Tue 9 May 2006 07:50:09 GMT+00:00"
"1.4.3.1.1.1.3.1","4c1a1c1","0504","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.2","4c1a2","0505","","Tue 9 May 2006 07:51:18 GMT+00:00"
"1.4.3.1.1.2.1","4c1a2a","0506","","Tue 9 May 2006 07:51:10 GMT+00:00"
"1.4.3.1.1.2.1.1","4c1a2a1","0508","","Tue 9 May 2006 07:51:09 GMT+00:00"
"1.4.3.1.1.3","4c1a3","0507","","Thu 11 May 2006 00:05:51 GMT+00:00"
"1.4.3.1.1.3.1","4c1a3a","0509","","Thu 11 May 2006 00:05:51 GMT+00:00"
"1.4.3.1.1.3.1.1","4c1a3a1","0510","","Thu 11 May 2006 00:05:51 GMT+00:00"
"1.4.3.1.1.3.1.2","4c1a3a2","0511","","Tue 9 May 2006 07:51:48 GMT+00:00"
"1.4.3.1.1.3.1.3","4c1a3a3","0512","","Tue 9 May 2006 07:51:52 GMT+00:00"
"1.4.3.1.1.3.1.4","4c1a3a4","0513","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.3.1.1.4","4c1a4","0514","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.4.1","4c1a4a","0515","","Tue 9 May 2006 07:52:19 GMT+00:00"
"1.4.3.1.1.4.1.1","4c1a4a1","0516","","Tue 9 May 2006 07:52:23 GMT+00:00"
"1.4.3.1.1.4.1.1.1","4c1a4a1a","0517","","Thu 11 May 2006 00:12:50 GMT+00:00"
"1.4.3.1.1.4.1.1.1.1","4c1a4a1a1","0518","","Thu 11 May 2006 00:12:52 GMT+00:00"
"1.4.3.1.1.4.2","4c1a4b","0519","","Tue 9 May 2006 07:52:44 GMT+00:00"
"1.4.3.1.1.4.2.1","4c1a4b1","0520","","Tue 9 May 2006 07:52:48 GMT+00:00"
"1.4.3.1.1.4.3","4c1a4c","0521","","Tue 9 May 2006 07:52:52 GMT+00:00"
"1.4.3.1.1.4.3.1","4c1a4c1","0522","","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.3.1.1.4.3.1.1","4c1a4c1a","0523","","Tue 9 May 2006 07:52:58 GMT+00:00"
"1.4.3.1.1.4.3.1.1.1","4c1a4c1a1","0524","","Tue 9 May 2006 07:53:00 GMT+00:00"
"1.4.3.1.1.4.3.1.1.1.1","4c1a4c1a1a","0525","","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.3.1.1.4.3.1.2","4c1a4c1b","0526","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.3.1.1.4.3.1.2.1","4c1a4c1b1","0527","","Thu 11 May 2006 00:13:01 GMT+00:00"
"1.4.3.1.1.4.3.1.2.1.1","4c1a4c1b1a","0528","","Wed 10 May 2006 00:00:13 GMT+00:00"
"1.4.3.1.1.4.3.1.2.1.1.1","4c1a4c1b1a1","0529","","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.3.1.1.4.3.1.2.1.1.1.1","4c1a4c1b1a1a","0530","","Tue 9 May 2006 07:53:32 GMT+00:00"
"1.4.3.1.1.4.3.1.2.2","4c1a4c1b2","0531","","Thu 11 May 2006 00:13:13 GMT+00:00"
"1.4.3.1.1.4.3.1.2.2.1","4c1a4c1b2a","0532","","Thu 11 May 2006 00:07:58 GMT+00:00"
"1.4.3.1.1.4.3.1.2.2.1.1","4c1a4c1b2a1","0533","","Tue 9 May 2006 07:53:46 GMT+00:00"
"1.4.3.1.1.4.3.1.2.3","4c1a4c1b3","0534","","Thu 11 May 2006 00:13:14 GMT+00:00"
"1.4.3.1.1.4.3.1.2.3.1","4c1a4c1b3a","0535","","Tue 9 May 2006 07:53:54 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4","4c1a4c1b4","0536","","Thu 11 May 2006 00:13:15 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.1","4c1a4c1b4a","0537","","Wed 10 May 2006 00:00:18 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.2","4c1a4c1b4b","0538","","Wed 10 May 2006 00:00:19 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.3","4c1a4c1b4c","0539","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.4","4c1a4c1b4d","0540","","Tue 9 May 2006 07:54:18 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.5","4c1a4c1b4e","0541","","Tue 9 May 2006 07:54:22 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.6","4c1a4c1b4f","0542","","Thu 11 May 2006 00:13:21 GMT+00:00"
"1.4.3.1.1.4.3.1.2.4.7","4c1a4c1b4g","0543","","Tue 9 May 2006 07:54:31 GMT+00:00"
"1.4.3.1.1.4.3.1.2.5","4c1a4c1b5","0544","","Thu 11 May 2006 00:13:17 GMT+00:00"
"1.4.3.1.1.4.3.1.2.5.1","4c1a4c1b5a","0545","","Wed 10 May 2006 00:00:22 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6","4c1a4c1b6","0546","","Thu 11 May 2006 00:13:18 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.1","4c1a4c1b6a","0547","","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.1.1","4c1a4c1b6a1","0548","","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.2","4c1a4c1b6b","0549","","Wed 10 May 2006 00:00:35 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.2.1","4c1a4c1b6b1","0550","","Wed 10 May 2006 00:00:38 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.3","4c1a4c1b6c","0551","","Wed 10 May 2006 00:00:43 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.3.1","4c1a4c1b6c1","0552","","Wed 10 May 2006 00:00:46 GMT+00:00"
"1.4.3.1.1.4.3.1.2.6.3.1.1","4c1a4c1b6c1a","0553","","Wed 10 May 2006 00:00:49 GMT+00:00"
"1.4.3.1.1.4.4","4c1a4d","0554","","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.4.3.1.1.4.4.1","4c1a4d1","0555","","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.4.3.1.1.4.4.1.1","4c1a4d1a","0654","","Mon 15 May 2006 06:31:12 GMT+00:00"
"1.4.3.1.1.4.4.1.2","4c1a4d1b","0559","","Mon 15 May 2006 06:31:23 GMT+00:00"
"1.4.3.1.1.4.4.1.2.1","4c1a4d1b1","0560","","Mon 15 May 2006 06:31:30 GMT+00:00"
"1.4.3.1.1.4.4.1.2.2","4c1a4d1b2","0561","","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.4.4.1.2.3","4c1a4d1b3","0562","","Wed 10 May 2006 00:01:53 GMT+00:00"
"1.4.3.1.1.4.4.1.2.4","4c1a4d1b4","0563","","Wed 10 May 2006 07:46:26 GMT+00:00"
"1.4.3.1.1.4.4.1.2.4.1","4c1a4d1b4a","0564","","Thu 11 May 2006 00:13:34 GMT+00:00"
"1.4.3.1.1.4.4.1.2.5","4c1a4d1b5","0565","","Thu 18 May 2006 05:35:32 GMT+00:00"
"1.4.3.1.1.4.4.1.2.5.1","4c1a4d1b5a","0567","","Wed 10 May 2006 00:02:09 GMT+00:00"
"1.4.3.1.1.4.4.1.2.5.1.1","4c1a4d1b5a1","0568","","Wed 10 May 2006 00:02:12 GMT+00:00"
"1.4.3.1.1.4.5","4c1a4e","0570","","Wed 10 May 2006 00:02:47 GMT+00:00"
"1.4.3.1.1.4.5.1","4c1a4e1","0571","","Wed 10 May 2006 00:02:54 GMT+00:00"
"1.4.3.1.1.4.5.1.1","4c1a4e1a","0572","","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.4.3.1.1.4.5.2","4c1a4e2","0573","","Wed 10 May 2006 00:03:02 GMT+00:00"
"1.4.3.1.1.4.5.2.1","4c1a4e2a","0574","","Wed 10 May 2006 00:03:05 GMT+00:00"
"1.4.3.1.1.4.5.2.1.1","4c1a4e2a1","0575","","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.4.3.1.1.4.5.2.1.1.1","4c1a4e2a1a","0576","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.3.1.1.5","4c1a5","0577","","Wed 10 May 2006 00:03:30 GMT+00:00"
"1.4.3.1.1.5.1","4c1a5a","0579","","Wed 10 May 2006 07:46:31 GMT+00:00"
"1.4.3.1.1.5.1.1","4c1a5a1","0578","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.3.1.1.5.1.2","4c1a5a2","0580","","Wed 10 May 2006 00:03:55 GMT+00:00"
"1.4.3.1.1.5.1.3","4c1a5a3","0581","","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.3.1.1.5.1.4","4c1a5a4","0582","","Wed 10 May 2006 00:04:01 GMT+00:00"
"1.4.3.1.1.5.1.5","4c1a5a5","0583","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.3.1.1.6","4c1a6","0464","","Thu 18 May 2006 05:35:45 GMT+00:00"
"1.4.3.1.1.6.1","4c1a6a","0584","","Wed 10 May 2006 00:04:19 GMT+00:00"
"1.4.3.1.1.6.1.1","4c1a6a1","0585","","Wed 10 May 2006 00:04:24 GMT+00:00"
"1.4.3.1.1.6.1.1.1","4c1a6a1a","0586","","Wed 10 May 2006 00:04:28 GMT+00:00"
"1.4.3.1.1.6.1.1.1.1","4c1a6a1a1","0587","","Wed 10 May 2006 00:04:30 GMT+00:00"
"1.4.3.1.1.6.1.1.1.2","4c1a6a1a2","0588","","Wed 10 May 2006 00:04:37 GMT+00:00"
"1.4.3.1.1.6.1.1.1.3","4c1a6a1a3","0589","","Wed 10 May 2006 00:04:43 GMT+00:00"
"1.4.3.1.1.6.1.1.2","4c1a6a1b","0590","","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.3.1.1.6.1.1.2.1","4c1a6a1b1","0591","","Wed 10 May 2006 00:04:50 GMT+00:00"
"1.4.3.1.1.6.1.1.2.2","4c1a6a1b2","0592","","Thu 11 May 2006 00:02:06 GMT+00:00"
"1.4.4","4d","0695","","Thu 18 May 2006 05:36:56 GMT+00:00"
"1.4.4.1","4d1","0593","","Thu 18 May 2006 05:36:22 GMT+00:00"
"1.4.5","4e","0615","","Mon 15 May 2006 06:19:43 GMT+00:00"
