"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated"
"1","","","",""
"1.3.2.4.7","3b4g","051","BKN","Thu 11 May 2006 00:04:05 GMT+00:00"
"1.3.2.4.7.1","3b4g1","0110","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.7.1.1","3b4g1a","059","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.7.1.2","3b4g1b","0286","BKN","Fri 19 May 2006 07:27:41 GMT+00:00"
"1.3.2.4.7.1.3","3b4g1c","0287","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.7.1.3.1","3b4g1c1","0288","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.7.1.4","3b4g1d","0706","BKN","Fri 19 May 2006 07:27:36 GMT+00:00"
"1.3.2.4.7.1.4.1","3b4g1d1","0291","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.7.1.5","3b4g1e","0773","BKN","Tue 13 Jun 2006 07:15:56 GMT+00:00"
"1.3.2.4.7.1.5.1","3b4g1e1","0774","BKN","Tue 13 Jun 2006 07:14:56 GMT+00:00"
"1.3.2.4.8","3b4h","052","BKN","Thu 11 May 2006 00:04:09 GMT+00:00"
"1.3.2.4.8.1","3b4h1","0111","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.8.1.1","3b4h1a","060","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.8.1.2","3b4h1b","0292","BKN","Thu 11 May 2006 00:10:59 GMT+00:00"
"1.3.2.4.8.1.3","3b4h1c","0293","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9","3b4i","053","BKN","Thu 11 May 2006 00:04:13 GMT+00:00"
"1.3.2.4.9.1","3b4i1","0113","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.9.1.1","3b4i1a","061","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.9.1.2","3b4i1b","0304","BKN","Thu 11 May 2006 00:11:01 GMT+00:00"
"1.3.2.4.9.1.3","3b4i1c","0298","BKN","Tue 30 May 2006 07:33:08 GMT+00:00"
"1.3.2.4.9.1.3.1","3b4i1c1","0299","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9.1.4","3b4i1d","0295","BKN","Tue 30 May 2006 07:33:27 GMT+00:00"
"1.3.2.4.9.1.4.1","3b4i1d1","0296","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9.1.5","3b4i1e","0300","BKN","Tue 30 May 2006 07:33:31 GMT+00:00"
"1.3.2.4.9.1.5.1","3b4i1e1","0301","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9.1.6","3b4i1f","0302","BKN","Tue 30 May 2006 07:33:33 GMT+00:00"
"1.3.2.4.9.1.6.1","3b4i1f1","0303","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9.1.7","3b4i1g","0294","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.9.1.8","3b4i1h","0751","BKN","Tue 30 May 2006 07:32:42 GMT+00:00"
"1.3.2.4.9.1.8.1","3b4i1h1","0752","BKN","Tue 30 May 2006 07:32:52 GMT+00:00"
"1.3.2.4.10","3b4j","054","BKN","Thu 11 May 2006 00:03:19 GMT+00:00"
"1.3.2.4.10.1","3b4j1","0114","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.10.1.1","3b4j1a","062","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.10.1.2","3b4j1b","0305","BKN","Thu 11 May 2006 00:11:08 GMT+00:00"
"1.3.2.4.10.1.3","3b4j1c","0306","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.10.1.3.1","3b4j1c1","0307","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.11","3b4k","055","BKN","Thu 11 May 2006 00:03:23 GMT+00:00"
"1.3.2.4.11.1","3b4k1","0115","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.11.1.1","3b4k1a","063","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.11.1.2","3b4k1b","0713","BKN","Fri 19 May 2006 07:36:54 GMT+00:00"
"1.3.2.4.11.1.2.1","3b4k1b1","0714","BKN","Fri 19 May 2006 07:36:58 GMT+00:00"
"1.3.2.4.11.1.3","3b4k1c","0715","BKN","Fri 19 May 2006 07:37:03 GMT+00:00"
"1.3.2.4.11.1.4","3b4k1d","0716","BKN","Fri 19 May 2006 07:37:04 GMT+00:00"
"1.3.2.4.11.1.5","3b4k1e","0717","BKN","Fri 19 May 2006 07:37:05 GMT+00:00"
"1.3.2.4.11.1.6","3b4k1f","0718","BKN","Fri 19 May 2006 07:37:06 GMT+00:00"
"1.3.2.4.11.1.7","3b4k1g","0719","BKN","Fri 19 May 2006 07:37:07 GMT+00:00"
"1.3.2.4.11.1.8","3b4k1h","0720","BKN","Fri 19 May 2006 07:37:08 GMT+00:00"
"1.3.2.4.11.1.9","3b4k1i","0721","BKN","Fri 19 May 2006 07:37:09 GMT+00:00"
"1.3.2.4.11.1.10","3b4k1j","0722","BKN","Fri 19 May 2006 07:37:11 GMT+00:00"
"1.3.2.4.11.1.11","3b4k1k","0723","BKN","Fri 19 May 2006 07:37:11 GMT+00:00"
"1.3.2.4.11.1.12","3b4k1l","0724","BKN","Fri 19 May 2006 07:37:13 GMT+00:00"
"1.3.2.4.11.1.13","3b4k1m","0725","BKN","Fri 19 May 2006 07:37:14 GMT+00:00"
"1.3.2.4.11.1.14","3b4k1n","0726","BKN","Fri 19 May 2006 07:37:15 GMT+00:00"
"1.3.2.4.11.1.15","3b4k1o","0727","BKN","Fri 19 May 2006 07:37:21 GMT+00:00"
"1.3.2.4.11.1.16","3b4k1p","0728","BKN","Fri 19 May 2006 07:37:23 GMT+00:00"
"1.3.2.4.11.1.17","3b4k1q","0321","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.12","3b4l","056","BKN","Thu 11 May 2006 00:03:28 GMT+00:00"
"1.3.2.4.12.1","3b4l1","0116","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.12.1.1","3b4l1a","064","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.12.1.2","3b4l1b","0337","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.13","3b4m","057","BKN","Thu 11 May 2006 00:03:39 GMT+00:00"
"1.3.2.4.13.1","3b4m1","0117","BKN","Fri 19 May 2006 07:40:26 GMT+00:00"
"1.3.2.4.13.1.1","3b4m1a","0678","BKN","Mon 15 May 2006 06:42:39 GMT+00:00"
"1.3.2.4.13.1.2","3b4m1b","0686","BKN","Mon 15 May 2006 06:42:32 GMT+00:00"
"1.3.2.4.13.1.2.1","3b4m1b1","0687","BKN","Mon 15 May 2006 06:42:03 GMT+00:00"
"1.3.2.4.13.1.3","3b4m1c","0685","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.14","3b4n","058","BKN","Thu 11 May 2006 00:03:45 GMT+00:00"
"1.3.2.4.14.1","3b4n1","0118","BKN","Thu 11 May 2006 00:10:34 GMT+00:00"
"1.3.2.4.14.1.1","3b4n1a","066","BKN","Thu 11 May 2006 00:10:40 GMT+00:00"
"1.3.2.4.14.1.2","3b4n1b","0737","BKN","Fri 19 May 2006 07:47:54 GMT+00:00"
"1.3.2.4.14.1.3","3b4n1c","0348","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.4.14.1.3.1","3b4n1c1","0349","BKN","Fri 19 May 2006 07:47:31 GMT+00:00"
"1.3.2.4.14.1.4","3b4n1d","0735","BKN","Fri 19 May 2006 07:47:19 GMT+00:00"
"1.3.2.4.14.1.4.1","3b4n1d1","0736","BKN","Fri 19 May 2006 07:47:25 GMT+00:00"
"1.3.2.4.14.1.5","3b4n1e","0729","BKN","Fri 19 May 2006 07:47:10 GMT+00:00"
"1.3.2.4.14.1.6","3b4n1f","0730","BKN","Fri 19 May 2006 07:47:13 GMT+00:00"
"1.3.2.4.14.1.7","3b4n1g","0731","BKN","Fri 19 May 2006 07:47:14 GMT+00:00"
"1.3.2.4.14.1.8","3b4n1h","0732","BKN","Fri 19 May 2006 07:47:15 GMT+00:00"
"1.3.2.4.14.1.9","3b4n1i","0733","BKN","Fri 19 May 2006 07:47:15 GMT+00:00"
"1.3.2.4.14.1.10","3b4n1j","0734","BKN","Fri 19 May 2006 07:47:16 GMT+00:00"
"1.3.2.5","3b5","0621","BKN","Mon 15 May 2006 06:19:59 GMT+00:00"
"1.3.2.5.1","3b5a","067","BKN","Thu 11 May 2006 00:04:18 GMT+00:00"
"1.3.2.5.1.1","3b5a1","0121","BKN","Thu 11 May 2006 00:11:20 GMT+00:00"
"1.3.2.5.1.1.1","3b5a1a","068","BKN","Thu 7 Dec 2006 01:28:30 GMT+00:00"
"1.3.2.5.1.1.2","3b5a1b","0363","BKN","Thu 7 Dec 2006 01:44:19 GMT+00:00"
"1.3.2.5.1.1.2.1","3b5a1b1","0692","BKN","Wed 17 May 2006 07:39:48 GMT+00:00"
"1.3.2.5.1.1.2.1.1","3b5a1b1a","0693","BKN","Wed 17 May 2006 07:39:48 GMT+00:00"
"1.3.2.5.1.1.2.1.2","3b5a1b1b","0694","BKN","Wed 17 May 2006 07:39:59 GMT+00:00"
"1.3.2.5.1.1.3","3b5a1c","0691","BKN","Wed 17 May 2006 07:39:30 GMT+00:00"
"1.3.2.5.2","3b5b","069","BKN","Thu 11 May 2006 00:04:21 GMT+00:00"
"1.3.2.5.2.1","3b5b1","0122","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.5.2.1.1","3b5b1a","070","BKN","Wed 17 May 2006 07:40:12 GMT+00:00"
"1.3.2.5.2.1.2","3b5b1b","0364","BKN","Thu 11 May 2006 00:11:42 GMT+00:00"
"1.3.2.5.3","3b5c","071","BKN","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.3.2.5.3.1","3b5c1","0123","BKN","Tue 9 May 2006 07:07:00 GMT+00:00"
"1.3.2.5.3.1.1","3b5c1a","072","BKN","Wed 17 May 2006 07:39:22 GMT+00:00"
"1.3.2.5.3.1.2","3b5c1b","0365","BKN","Thu 11 May 2006 00:11:39 GMT+00:00"
"1.3.2.5.3.1.3","3b5c1c","0367","BKN","Thu 11 May 2006 00:11:39 GMT+00:00"
"1.3.2.5.3.1.4","3b5c1d","0366","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.5","3b5c1e","0368","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.6","3b5c1f","0369","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.7","3b5c1g","0809","BKN","Thu 7 Dec 2006 01:14:13 GMT+00:00"
"1.3.2.5.3.1.7.1","3b5c1g1","0810","BKN","Thu 7 Dec 2006 01:13:51 GMT+00:00"
"1.3.2.5.3.1.8","3b5c1h","0811","BKN","Thu 7 Dec 2006 01:14:13 GMT+00:00"
"1.3.2.5.3.1.8.1","3b5c1h1","0812","BKN","Thu 7 Dec 2006 01:14:09 GMT+00:00"
"1.3.2.5.3.1.9","3b5c1i","0813","BKN","Thu 7 Dec 2006 01:14:27 GMT+00:00"
"1.3.2.5.3.1.10","3b5c1j","0372","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.11","3b5c1k","0373","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.12","3b5c1l","0374","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.13","3b5c1m","0375","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.14","3b5c1n","0376","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.15","3b5c1o","0379","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.16","3b5c1p","0380","BKN","Thu 7 Dec 2006 01:14:41 GMT+00:00"
"1.3.2.5.3.1.17","3b5c1q","0381","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.18","3b5c1r","0382","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.3.1.19","3b5c1s","0383","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.4","3b5d","073","BKN","Thu 11 May 2006 00:04:37 GMT+00:00"
"1.3.2.5.4.1","3b5d1","0124","BKN","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.3.2.5.4.1.1","3b5d1a","074","BKN","Thu 7 Dec 2006 01:28:35 GMT+00:00"
"1.3.2.5.4.1.2","3b5d1b","0804","BKN","Thu 7 Dec 2006 01:12:11 GMT+00:00"
"1.3.2.5.4.1.3","3b5d1c","0386","BKN","Tue 9 May 2006 07:34:42 GMT+00:00"
"1.3.2.5.4.1.4","3b5d1d","0387","BKN","Tue 9 May 2006 07:34:54 GMT+00:00"
"1.3.2.5.4.1.5","3b5d1e","0388","BKN","Tue 9 May 2006 07:35:07 GMT+00:00"
"1.3.2.5.4.1.6","3b5d1f","0389","BKN","Tue 9 May 2006 07:35:21 GMT+00:00"
"1.3.2.5.4.1.7","3b5d1g","0390","BKN","Tue 9 May 2006 07:35:34 GMT+00:00"
"1.3.2.5.4.1.8","3b5d1h","0391","BKN","Tue 9 May 2006 07:36:04 GMT+00:00"
"1.3.2.5.4.1.9","3b5d1i","0814","BKN","Thu 7 Dec 2006 01:15:01 GMT+00:00"
"1.3.2.5.4.1.10","3b5d1j","0392","BKN","Tue 9 May 2006 07:36:18 GMT+00:00"
"1.3.2.5.4.1.11","3b5d1k","0393","BKN","Tue 9 May 2006 07:36:21 GMT+00:00"
"1.3.2.5.4.1.12","3b5d1l","0394","BKN","Tue 9 May 2006 07:36:24 GMT+00:00"
"1.3.2.5.4.1.13","3b5d1m","0395","BKN","Tue 9 May 2006 07:36:27 GMT+00:00"
"1.3.2.5.4.1.14","3b5d1n","0396","BKN","Tue 9 May 2006 07:36:30 GMT+00:00"
"1.3.2.5.4.1.15","3b5d1o","0397","BKN","Tue 9 May 2006 07:36:35 GMT+00:00"
"1.3.2.5.4.1.16","3b5d1p","0805","BKN","Thu 7 Dec 2006 01:12:33 GMT+00:00"
"1.3.2.5.4.1.17","3b5d1q","0806","BKN","Thu 7 Dec 2006 01:12:37 GMT+00:00"
"1.3.2.5.4.1.18","3b5d1r","0807","BKN","Thu 7 Dec 2006 01:12:40 GMT+00:00"
"1.3.2.5.4.1.19","3b5d1s","0808","BKN","Thu 7 Dec 2006 01:12:43 GMT+00:00"
"1.3.2.5.4.1.20","3b5d1t","0859","BKN","Thu 7 Dec 2006 01:31:47 GMT+00:00"
"1.3.2.5.4.1.20.1","3b5d1t1","0860","BKN","Thu 7 Dec 2006 01:31:57 GMT+00:00"
"1.3.2.5.5","3b5e","075","BKN","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.3.2.5.5.1","3b5e1","0125","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.5.5.1.1","3b5e1a","076","BKN","Wed 17 May 2006 07:39:22 GMT+00:00"
"1.3.2.5.5.1.2","3b5e1b","0398","BKN","Tue 9 May 2006 07:36:45 GMT+00:00"
"1.3.2.5.5.1.3","3b5e1c","0399","BKN","Tue 9 May 2006 07:36:47 GMT+00:00"
"1.3.2.5.5.1.4","3b5e1d","0400","BKN","Tue 9 May 2006 07:36:49 GMT+00:00"
"1.3.2.5.5.1.5","3b5e1e","0869","BKN","Thu 7 Dec 2006 01:34:42 GMT+00:00"
"1.3.2.5.5.1.5.1","3b5e1e1","0870","BKN","Thu 7 Dec 2006 01:34:49 GMT+00:00"
"1.3.2.5.5.1.6","3b5e1f","0401","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.5.1.7","3b5e1g","0402","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.5.5.1.8","3b5e1h","0867","BKN","Thu 7 Dec 2006 01:34:27 GMT+00:00"
"1.3.2.5.5.1.8.1","3b5e1h1","0868","BKN","Thu 7 Dec 2006 01:34:31 GMT+00:00"
"1.3.2.6","3b6","0623","BKN","Mon 15 May 2006 06:19:59 GMT+00:00"
"1.3.2.6.1","3b6a","078","BKN","Thu 11 May 2006 00:05:29 GMT+00:00"
"1.3.2.6.1.1","3b6a1","0127","BKN","Tue 9 May 2006 07:07:30 GMT+00:00"
"1.3.2.6.1.1.1","3b6a1a","0738","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.1.1.2","3b6a1b","0739","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.1.1.3","3b6a1c","0740","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2","3b6b","080","BKN","Thu 11 May 2006 00:05:30 GMT+00:00"
"1.3.2.6.2.1","3b6b1","0128","BKN","Tue 9 May 2006 07:07:38 GMT+00:00"
"1.3.2.6.2.1.1","3b6b1a","0741","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2.1.2","3b6b1b","0742","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.2.1.3","3b6b1c","0743","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3","3b6c","081","BKN","Thu 11 May 2006 00:05:35 GMT+00:00"
"1.3.2.6.3.1","3b6c1","0129","BKN","Tue 9 May 2006 07:07:45 GMT+00:00"
"1.3.2.6.3.1.1","3b6c1a","0744","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3.1.2","3b6c1b","0745","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.3.1.3","3b6c1c","0746","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4","3b6d","082","BKN","Thu 11 May 2006 00:05:31 GMT+00:00"
"1.3.2.6.4.1","3b6d1","0130","BKN","Tue 9 May 2006 07:07:51 GMT+00:00"
"1.3.2.6.4.1.1","3b6d1a","0747","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4.1.2","3b6d1b","0748","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.6.4.1.3","3b6d1c","0749","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7","3b7","0620","BKN","Mon 15 May 2006 06:20:00 GMT+00:00"
"1.3.2.7.1","3b7a","049","BKN","Thu 11 May 2006 00:05:41 GMT+00:00"
"1.3.2.7.1.1","3b7a1","0119","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.3.2.7.1.1.1","3b7a1a","0281","BKN","Thu 11 May 2006 00:12:09 GMT+00:00"
"1.3.2.7.1.1.2","3b7a1b","0282","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.2","3b7b","050","BKN","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.3.2.7.2.1","3b7b1","0120","BKN","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.3.2.7.2.1.1","3b7b1a","0283","BKN","Thu 11 May 2006 00:12:16 GMT+00:00"
"1.3.2.7.2.1.2","3b7b1b","0284","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.2.1.3","3b7b1c","0285","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.3","3b7c","033","BKN","Sat 10 Jun 2006 00:40:07 GMT+00:00"
"1.3.2.7.3.1","3b7c1","098","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.7.3.1.1","3b7c1a","0866","BKN","Thu 7 Dec 2006 01:34:10 GMT+00:00"
"1.3.2.7.3.1.2","3b7c1b","0187","BKN","Sat 20 May 2006 00:08:45 GMT+00:00"
"1.3.2.7.3.1.2.1","3b7c1b1","0188","BKN","Fri 19 May 2006 07:47:30 GMT+00:00"
"1.3.2.7.3.1.2.1.1","3b7c1b1a","0189","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.4","3b7d","036","BKN","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.3.2.7.4.1","3b7d1","0101","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.3.2.7.4.1.1","3b7d1a","0229","BKN","Thu 7 Dec 2006 00:34:03 GMT+00:00"
"1.3.2.7.4.1.2","3b7d1b","0783","BKN","Thu 7 Dec 2006 00:36:23 GMT+00:00"
"1.3.2.7.4.1.3","3b7d1c","0230","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.4.1.4","3b7d1d","0231","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.5","3b7e","037","BKN","Thu 11 May 2006 00:05:59 GMT+00:00"
"1.3.2.7.5.1","3b7e1","0102","BKN","Tue 9 May 2006 07:01:56 GMT+00:00"
"1.3.2.7.5.1.1","3b7e1a","0232","BKN","Thu 11 May 2006 00:12:27 GMT+00:00"
"1.3.2.7.5.1.2","3b7e1b","0233","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.5.1.3","3b7e1c","0234","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.3.2.7.6","3b7f","0789","BKN","Thu 7 Dec 2006 00:42:08 GMT+00:00"
"1.3.2.7.6.1","3b7f1","0790","BKN","Thu 7 Dec 2006 00:42:32 GMT+00:00"
"1.3.2.7.6.1.1","3b7f1a","0791","BKN","Thu 7 Dec 2006 00:43:06 GMT+00:00"
"1.3.2.7.6.1.1.1","3b7f1a1","0792","BKN","Thu 7 Dec 2006 00:43:17 GMT+00:00"
"1.3.2.7.6.1.1.2","3b7f1a2","0793","BKN","Thu 7 Dec 2006 00:43:35 GMT+00:00"
"1.3.2.7.6.1.2","3b7f1b","0794","BKN","Thu 7 Dec 2006 00:44:10 GMT+00:00"
"1.3.2.7.6.1.3","3b7f1c","0795","BKN","Thu 7 Dec 2006 00:44:20 GMT+00:00"
"1.3.2.7.6.1.3.1","3b7f1c1","0796","BKN","Thu 7 Dec 2006 00:44:24 GMT+00:00"
"1.3.2.8","3b8","0131","BKN","Mon 15 May 2006 06:20:00 GMT+00:00"
"1.3.2.8.1","3b8a","083","BKN","Thu 7 Dec 2006 00:40:42 GMT+00:00"
"1.3.2.8.1.1","3b8a1","0132","BKN","Tue 9 May 2006 07:08:08 GMT+00:00"
"1.3.2.8.1.1.1","3b8a1a","0817","BKN","Thu 7 Dec 2006 01:19:02 GMT+00:00"
"1.3.2.8.1.1.1.1","3b8a1a1","0802","BKN","Thu 7 Dec 2006 01:10:39 GMT+00:00"
"1.3.2.8.1.1.1.1.1","3b8a1a1a","0803","BKN","Thu 7 Dec 2006 01:10:52 GMT+00:00"
"1.3.2.8.1.1.1.2","3b8a1a2","0432","BKN","Thu 7 Dec 2006 01:11:01 GMT+00:00"
"1.3.2.8.1.1.1.2.1","3b8a1a2a","0446","BKN","Mon 15 May 2006 06:32:16 GMT+00:00"
"1.3.2.8.1.1.1.3","3b8a1a3","0433","BKN","Thu 7 Dec 2006 01:11:01 GMT+00:00"
"1.3.2.8.1.1.1.3.1","3b8a1a3a","0447","BKN","Mon 15 May 2006 06:32:17 GMT+00:00"
"1.3.2.8.1.1.1.4","3b8a1a4","0435","BKN","Thu 7 Dec 2006 01:11:02 GMT+00:00"
"1.3.2.8.1.1.1.4.1","3b8a1a4a","0457","BKN","Mon 15 May 2006 06:32:17 GMT+00:00"
"1.3.2.8.1.1.1.5","3b8a1a5","0436","BKN","Thu 7 Dec 2006 01:11:03 GMT+00:00"
"1.3.2.8.1.1.1.5.1","3b8a1a5a","0456","BKN","Mon 15 May 2006 06:32:18 GMT+00:00"
"1.3.2.8.1.1.1.6","3b8a1a6","0437","BKN","Thu 7 Dec 2006 01:11:03 GMT+00:00"
"1.3.2.8.1.1.1.6.1","3b8a1a6a","0455","BKN","Mon 15 May 2006 06:32:26 GMT+00:00"
"1.3.2.8.1.1.1.7","3b8a1a7","0438","BKN","Thu 7 Dec 2006 01:11:04 GMT+00:00"
"1.3.2.8.1.1.1.7.1","3b8a1a7a","0454","BKN","Mon 15 May 2006 06:32:26 GMT+00:00"
"1.3.2.8.1.1.1.8","3b8a1a8","0439","BKN","Thu 7 Dec 2006 01:11:05 GMT+00:00"
"1.3.2.8.1.1.1.8.1","3b8a1a8a","0453","BKN","Mon 15 May 2006 06:32:27 GMT+00:00"
"1.3.2.8.1.1.1.9","3b8a1a9","0440","BKN","Thu 7 Dec 2006 01:11:05 GMT+00:00"
"1.3.2.8.1.1.1.9.1","3b8a1a9a","0452","BKN","Mon 15 May 2006 06:32:27 GMT+00:00"
"1.3.2.8.1.1.1.10","3b8a1a10","0441","BKN","Thu 7 Dec 2006 01:11:11 GMT+00:00"
"1.3.2.8.1.1.1.10.1","3b8a1a10a","0451","BKN","Thu 7 Dec 2006 01:11:10 GMT+00:00"
"1.3.2.8.1.1.1.11","3b8a1a11","0442","BKN","Thu 7 Dec 2006 01:11:12 GMT+00:00"
"1.3.2.8.1.1.1.11.1","3b8a1a11a","0450","BKN","Thu 7 Dec 2006 01:16:32 GMT+00:00"
"1.3.2.8.1.1.1.12","3b8a1a12","0443","BKN","Thu 7 Dec 2006 01:11:12 GMT+00:00"
"1.3.2.8.1.1.1.12.1","3b8a1a12a","0449","BKN","Mon 15 May 2006 06:32:28 GMT+00:00"
"1.3.2.8.1.1.1.13","3b8a1a13","0444","BKN","Thu 7 Dec 2006 01:11:13 GMT+00:00"
"1.3.2.8.1.1.1.13.1","3b8a1a13a","0448","BKN","Mon 15 May 2006 06:32:29 GMT+00:00"
"1.3.2.8.1.1.1.14","3b8a1a14","0854","BKN","Thu 7 Dec 2006 01:30:47 GMT+00:00"
"1.3.2.8.1.1.1.14.1","3b8a1a14a","0856","BKN","Thu 7 Dec 2006 01:31:04 GMT+00:00"
"1.3.2.8.1.1.1.14.2","3b8a1a14b","0857","BKN","Thu 7 Dec 2006 01:31:09 GMT+00:00"
"1.3.2.8.1.1.1.15","3b8a1a15","0871","BKN","Thu 7 Dec 2006 01:35:20 GMT+00:00"
"1.3.2.8.1.1.1.15.1","3b8a1a15a","0872","BKN","Thu 7 Dec 2006 01:35:22 GMT+00:00"
"1.3.2.8.1.1.1.16","3b8a1a16","0873","BKN","Thu 7 Dec 2006 01:35:25 GMT+00:00"
"1.3.2.8.1.1.1.16.1","3b8a1a16a","0874","BKN","Thu 7 Dec 2006 01:35:29 GMT+00:00"
"1.3.2.9","3b9","0753","BKN","Tue 6 Jun 2006 07:15:32 GMT+00:00"
"1.3.2.9.1","3b9a","0754","BKN","Thu 7 Dec 2006 00:39:41 GMT+00:00"
"1.3.2.9.1.1","3b9a1","0755","BKN","Thu 7 Dec 2006 00:39:44 GMT+00:00"
"1.3.2.9.1.2","3b9a2","0756","BKN","Thu 7 Dec 2006 00:40:06 GMT+00:00"
"1.3.2.9.1.3","3b9a3","0757","BKN","Tue 6 Jun 2006 07:17:37 GMT+00:00"
"1.3.2.9.1.4","3b9a4","0758","BKN","Tue 6 Jun 2006 07:17:41 GMT+00:00"
"1.3.3","3c","0883","BKN","Thu 7 Dec 2006 01:45:11 GMT+00:00"
"1.3.3.1","3c1","0884","BKN","Thu 7 Dec 2006 01:45:16 GMT+00:00"
"1.3.3.1.1","3c1a","0886","BKN","Thu 7 Dec 2006 01:45:29 GMT+00:00"
