"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated"
"1","","","",""
"1.3.3.1.1.1","3c1a1","0891","BKN","Thu 7 Dec 2006 01:46:15 GMT+00:00"
"1.3.3.2","3c2","0885","BKN","Thu 7 Dec 2006 01:45:24 GMT+00:00"
"1.3.3.2.1","3c2a","0887","BKN","Thu 7 Dec 2006 01:45:45 GMT+00:00"
"1.3.3.2.1.1","3c2a1","0888","BKN","Thu 7 Dec 2006 01:45:50 GMT+00:00"
"1.3.3.2.1.1.1","3c2a1a","0889","BKN","Thu 7 Dec 2006 01:45:58 GMT+00:00"
"1.3.3.2.1.1.2","3c2a1b","0890","BKN","Thu 7 Dec 2006 01:46:05 GMT+00:00"
"1.4","4","05","BKN","Tue 9 May 2006 06:44:54 GMT+00:00"
"1.4.1","4a","0608","BKN","Mon 15 May 2006 06:19:43 GMT+00:00"
"1.4.2","4b","0770","BKN","Sat 10 Jun 2006 00:40:23 GMT+00:00"
"1.4.3","4c","0462","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1","4c1","0465","BKN","Tue 9 May 2006 07:46:29 GMT+00:00"
"1.4.3.1.1","4c1a","0466","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.1","4c1a1","0483","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.1.1.1.1","4c1a1a","0484","BKN","Tue 9 May 2006 07:49:00 GMT+00:00"
"1.4.3.1.1.1.1.1","4c1a1a1","0485","BKN","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.4.3.1.1.1.1.1.1","4c1a1a1a","0486","BKN","Thu 11 May 2006 00:05:47 GMT+00:00"
"1.4.3.1.1.1.1.1.1.1","4c1a1a1a1","0487","BKN","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.4.3.1.1.1.1.2","4c1a1a2","0488","BKN","Tue 9 May 2006 07:48:43 GMT+00:00"
"1.4.3.1.1.1.1.2.1","4c1a1a2a","0489","BKN","Tue 9 May 2006 07:48:44 GMT+00:00"
"1.4.3.1.1.1.1.2.2","4c1a1a2b","0490","BKN","Tue 9 May 2006 07:48:47 GMT+00:00"
"1.4.3.1.1.1.1.2.2.1","4c1a1a2b1","0491","BKN","Tue 9 May 2006 07:48:49 GMT+00:00"
"1.4.3.1.1.1.1.2.3","4c1a1a2c","0492","BKN","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.3.1.1.1.1.2.3.1","4c1a1a2c1","0493","BKN","Wed 10 May 2006 07:51:28 GMT+00:00"
"1.4.3.1.1.1.1.2.4","4c1a1a2d","0494","BKN","Thu 11 May 2006 00:03:53 GMT+00:00"
"1.4.3.2","4c2","0467","BKN","Tue 9 May 2006 07:46:30 GMT+00:00"
"1.4.3.2.1","4c2a","0468","BKN","Tue 9 May 2006 07:45:35 GMT+00:00"
"1.4.3.2.1.1","4c2a1","0469","BKN","Tue 9 May 2006 07:46:31 GMT+00:00"
"1.4.3.2.1.1.1","4c2a1a","0470","BKN","Wed 10 May 2006 07:53:28 GMT+00:00"
"1.4.3.2.1.2","4c2a2","0471","BKN","Tue 9 May 2006 07:46:31 GMT+00:00"
"1.4.3.2.1.2.1","4c2a2a","0472","BKN","Wed 10 May 2006 07:53:27 GMT+00:00"
"1.4.3.2.2","4c2b","0474","BKN","Tue 9 May 2006 07:45:52 GMT+00:00"
"1.4.3.2.2.1","4c2b1","0475","BKN","Tue 9 May 2006 07:46:45 GMT+00:00"
"1.4.3.2.2.1.1","4c2b1a","0476","BKN","Wed 10 May 2006 07:50:23 GMT+00:00"
"1.4.3.2.2.1.1.1","4c2b1a1","0477","BKN","Tue 9 May 2006 07:46:55 GMT+00:00"
"1.4.3.3","4c3","0478","BKN","Tue 9 May 2006 07:47:09 GMT+00:00"
"1.4.3.3.1","4c3a","0480","BKN","Tue 9 May 2006 07:47:18 GMT+00:00"
"1.4.3.3.2","4c3b","0481","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.3.3.3","4c3c","0482","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4","4d","0463","BKN","Wed 10 May 2006 07:50:26 GMT+00:00"
"1.4.4.1","4d1","0495","BKN","Wed 10 May 2006 07:50:29 GMT+00:00"
"1.4.4.1.1","4d1a","0499","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.1","4d1a1","0496","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.1.1","4d1a1a","0497","BKN","Tue 9 May 2006 07:50:00 GMT+00:00"
"1.4.4.1.1.1.1.1","4d1a1a1","0502","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.4.1.1.1.2","4d1a1b","0500","BKN","Wed 10 May 2006 07:51:23 GMT+00:00"
"1.4.4.1.1.1.2.1","4d1a1b1","0503","BKN","Tue 9 May 2006 07:50:23 GMT+00:00"
"1.4.4.1.1.1.3","4d1a1c","0501","BKN","Tue 9 May 2006 07:50:09 GMT+00:00"
"1.4.4.1.1.1.3.1","4d1a1c1","0504","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.2","4d1a2","0505","BKN","Tue 9 May 2006 07:51:18 GMT+00:00"
"1.4.4.1.1.2.1","4d1a2a","0506","BKN","Tue 9 May 2006 07:51:10 GMT+00:00"
"1.4.4.1.1.2.1.1","4d1a2a1","0508","BKN","Tue 9 May 2006 07:51:09 GMT+00:00"
"1.4.4.1.1.3","4d1a3","0507","BKN","Sat 10 Jun 2006 00:40:07 GMT+00:00"
"1.4.4.1.1.3.1","4d1a3a","0509","BKN","Sat 10 Jun 2006 00:40:07 GMT+00:00"
"1.4.4.1.1.3.1.1","4d1a3a1","0510","BKN","Sat 10 Jun 2006 00:40:07 GMT+00:00"
"1.4.4.1.1.3.1.2","4d1a3a2","0511","BKN","Tue 9 May 2006 07:51:48 GMT+00:00"
"1.4.4.1.1.3.1.3","4d1a3a3","0512","BKN","Tue 9 May 2006 07:51:52 GMT+00:00"
"1.4.4.1.1.3.1.4","4d1a3a4","0513","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.4.1.1.4","4d1a4","0514","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.4.1","4d1a4a","0515","BKN","Tue 9 May 2006 07:52:19 GMT+00:00"
"1.4.4.1.1.4.1.1","4d1a4a1","0516","BKN","Tue 9 May 2006 07:52:23 GMT+00:00"
"1.4.4.1.1.4.1.1.1","4d1a4a1a","0517","BKN","Thu 11 May 2006 00:12:50 GMT+00:00"
"1.4.4.1.1.4.1.1.1.1","4d1a4a1a1","0518","BKN","Thu 11 May 2006 00:12:52 GMT+00:00"
"1.4.4.1.1.4.2","4d1a4b","0519","BKN","Tue 9 May 2006 07:52:44 GMT+00:00"
"1.4.4.1.1.4.2.1","4d1a4b1","0520","BKN","Tue 9 May 2006 07:52:48 GMT+00:00"
"1.4.4.1.1.4.3","4d1a4c","0521","BKN","Tue 9 May 2006 07:52:52 GMT+00:00"
"1.4.4.1.1.4.3.1","4d1a4c1","0522","BKN","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.4.1.1.4.3.1.1","4d1a4c1a","0523","BKN","Tue 9 May 2006 07:52:58 GMT+00:00"
"1.4.4.1.1.4.3.1.1.1","4d1a4c1a1","0524","BKN","Tue 9 May 2006 07:53:00 GMT+00:00"
"1.4.4.1.1.4.3.1.1.1.1","4d1a4c1a1a","0525","BKN","Thu 11 May 2006 00:02:38 GMT+00:00"
"1.4.4.1.1.4.3.1.2","4d1a4c1b","0526","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.4.1.1.4.3.1.2.1","4d1a4c1b1","0527","BKN","Thu 11 May 2006 00:13:01 GMT+00:00"
"1.4.4.1.1.4.3.1.2.1.1","4d1a4c1b1a","0528","BKN","Wed 10 May 2006 00:00:13 GMT+00:00"
"1.4.4.1.1.4.3.1.2.1.1.1","4d1a4c1b1a1","0529","BKN","Thu 11 May 2006 00:02:13 GMT+00:00"
"1.4.4.1.1.4.3.1.2.1.1.1.1","4d1a4c1b1a1a","0530","BKN","Tue 9 May 2006 07:53:32 GMT+00:00"
"1.4.4.1.1.4.3.1.2.2","4d1a4c1b2","0531","BKN","Thu 11 May 2006 00:13:13 GMT+00:00"
"1.4.4.1.1.4.3.1.2.2.1","4d1a4c1b2a","0532","BKN","Thu 11 May 2006 00:07:58 GMT+00:00"
"1.4.4.1.1.4.3.1.2.2.1.1","4d1a4c1b2a1","0533","BKN","Tue 9 May 2006 07:53:46 GMT+00:00"
"1.4.4.1.1.4.3.1.2.3","4d1a4c1b3","0534","BKN","Thu 11 May 2006 00:13:14 GMT+00:00"
"1.4.4.1.1.4.3.1.2.3.1","4d1a4c1b3a","0535","BKN","Tue 9 May 2006 07:53:54 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4","4d1a4c1b4","0536","BKN","Thu 11 May 2006 00:13:15 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.1","4d1a4c1b4a","0537","BKN","Wed 10 May 2006 00:00:18 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.2","4d1a4c1b4b","0538","BKN","Wed 10 May 2006 00:00:19 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.3","4d1a4c1b4c","0539","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.4","4d1a4c1b4d","0540","BKN","Tue 9 May 2006 07:54:18 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.5","4d1a4c1b4e","0541","BKN","Tue 9 May 2006 07:54:22 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.6","4d1a4c1b4f","0542","BKN","Thu 11 May 2006 00:13:21 GMT+00:00"
"1.4.4.1.1.4.3.1.2.4.7","4d1a4c1b4g","0543","BKN","Tue 9 May 2006 07:54:31 GMT+00:00"
"1.4.4.1.1.4.3.1.2.5","4d1a4c1b5","0544","BKN","Thu 11 May 2006 00:13:17 GMT+00:00"
"1.4.4.1.1.4.3.1.2.5.1","4d1a4c1b5a","0545","BKN","Wed 10 May 2006 00:00:22 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6","4d1a4c1b6","0546","BKN","Thu 11 May 2006 00:13:18 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.1","4d1a4c1b6a","0547","BKN","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.1.1","4d1a4c1b6a1","0548","BKN","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.2","4d1a4c1b6b","0549","BKN","Wed 10 May 2006 00:00:35 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.2.1","4d1a4c1b6b1","0550","BKN","Wed 10 May 2006 00:00:38 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.3","4d1a4c1b6c","0551","BKN","Wed 10 May 2006 00:00:43 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.3.1","4d1a4c1b6c1","0552","BKN","Wed 10 May 2006 00:00:46 GMT+00:00"
"1.4.4.1.1.4.3.1.2.6.3.1.1","4d1a4c1b6c1a","0553","BKN","Wed 10 May 2006 00:00:49 GMT+00:00"
"1.4.4.1.1.4.4","4d1a4d","0554","BKN","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.4.4.1.1.4.4.1","4d1a4d1","0555","BKN","Thu 11 May 2006 00:04:44 GMT+00:00"
"1.4.4.1.1.4.4.1.1","4d1a4d1a","0654","BKN","Mon 15 May 2006 06:31:12 GMT+00:00"
"1.4.4.1.1.4.4.1.2","4d1a4d1b","0559","BKN","Mon 15 May 2006 06:31:23 GMT+00:00"
"1.4.4.1.1.4.4.1.2.1","4d1a4d1b1","0560","BKN","Mon 15 May 2006 06:31:30 GMT+00:00"
"1.4.4.1.1.4.4.1.2.2","4d1a4d1b2","0561","BKN","Thu 11 May 2006 00:02:23 GMT+00:00"
"1.4.4.1.1.4.4.1.2.3","4d1a4d1b3","0562","BKN","Wed 10 May 2006 00:01:53 GMT+00:00"
"1.4.4.1.1.4.4.1.2.4","4d1a4d1b4","0563","BKN","Wed 10 May 2006 07:46:26 GMT+00:00"
"1.4.4.1.1.4.4.1.2.4.1","4d1a4d1b4a","0564","BKN","Thu 11 May 2006 00:13:34 GMT+00:00"
"1.4.4.1.1.4.4.1.2.5","4d1a4d1b5","0565","BKN","Thu 18 May 2006 05:35:32 GMT+00:00"
"1.4.4.1.1.4.4.1.2.5.1","4d1a4d1b5a","0567","BKN","Wed 10 May 2006 00:02:09 GMT+00:00"
"1.4.4.1.1.4.4.1.2.5.1.1","4d1a4d1b5a1","0568","BKN","Wed 10 May 2006 00:02:12 GMT+00:00"
"1.4.4.1.1.4.5","4d1a4e","0570","BKN","Wed 10 May 2006 00:02:47 GMT+00:00"
"1.4.4.1.1.4.5.1","4d1a4e1","0571","BKN","Wed 10 May 2006 00:02:54 GMT+00:00"
"1.4.4.1.1.4.5.1.1","4d1a4e1a","0572","BKN","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.4.4.1.1.4.5.2","4d1a4e2","0573","BKN","Wed 10 May 2006 00:03:02 GMT+00:00"
"1.4.4.1.1.4.5.2.1","4d1a4e2a","0574","BKN","Wed 10 May 2006 00:03:05 GMT+00:00"
"1.4.4.1.1.4.5.2.1.1","4d1a4e2a1","0575","BKN","Thu 11 May 2006 00:04:31 GMT+00:00"
"1.4.4.1.1.4.5.2.1.1.1","4d1a4e2a1a","0576","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.4.1.1.5","4d1a5","0577","BKN","Wed 10 May 2006 00:03:30 GMT+00:00"
"1.4.4.1.1.5.1","4d1a5a","0579","BKN","Wed 10 May 2006 07:46:31 GMT+00:00"
"1.4.4.1.1.5.1.1","4d1a5a1","0578","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.4.1.1.5.1.2","4d1a5a2","0580","BKN","Wed 10 May 2006 00:03:55 GMT+00:00"
"1.4.4.1.1.5.1.3","4d1a5a3","0581","BKN","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.4.1.1.5.1.4","4d1a5a4","0582","BKN","Wed 10 May 2006 00:04:01 GMT+00:00"
"1.4.4.1.1.5.1.5","4d1a5a5","0583","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.4.4.1.1.6","4d1a6","0464","BKN","Thu 18 May 2006 05:35:45 GMT+00:00"
"1.4.4.1.1.6.1","4d1a6a","0584","BKN","Wed 10 May 2006 00:04:19 GMT+00:00"
"1.4.4.1.1.6.1.1","4d1a6a1","0585","BKN","Wed 10 May 2006 00:04:24 GMT+00:00"
"1.4.4.1.1.6.1.1.1","4d1a6a1a","0586","BKN","Wed 10 May 2006 00:04:28 GMT+00:00"
"1.4.4.1.1.6.1.1.1.1","4d1a6a1a1","0587","BKN","Wed 10 May 2006 00:04:30 GMT+00:00"
"1.4.4.1.1.6.1.1.1.2","4d1a6a1a2","0588","BKN","Wed 10 May 2006 00:04:37 GMT+00:00"
"1.4.4.1.1.6.1.1.1.3","4d1a6a1a3","0589","BKN","Wed 10 May 2006 00:04:43 GMT+00:00"
"1.4.4.1.1.6.1.1.2","4d1a6a1b","0590","BKN","Thu 11 May 2006 00:05:55 GMT+00:00"
"1.4.4.1.1.6.1.1.2.1","4d1a6a1b1","0591","BKN","Wed 10 May 2006 00:04:50 GMT+00:00"
"1.4.4.1.1.6.1.1.2.2","4d1a6a1b2","0592","BKN","Thu 11 May 2006 00:02:06 GMT+00:00"
"1.4.5","4e","0695","BKN","Thu 18 May 2006 05:36:56 GMT+00:00"
"1.4.5.1","4e1","0593","BKN","Thu 18 May 2006 05:36:22 GMT+00:00"
"1.4.6","4f","0615","BKN","Mon 15 May 2006 06:19:43 GMT+00:00"
"1.5","5","06","BKN","Tue 9 May 2006 06:44:55 GMT+00:00"
"1.5.1","5a","0609","BKN","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.5.2","5b","0407","BKN","Mon 15 May 2006 06:33:30 GMT+00:00"
"1.5.3","5c","0409","BKN","Mon 15 May 2006 06:38:46 GMT+00:00"
"1.5.4","5d","0408","BKN","Tue 9 May 2006 07:38:09 GMT+00:00"
"1.5.5","5e","0634","BKN","Mon 15 May 2006 06:24:27 GMT+00:00"
"1.5.5.1","5e1","0410","BKN","Mon 15 May 2006 06:33:49 GMT+00:00"
"1.5.5.1.1","5e1a","0411","BKN","Mon 15 May 2006 06:38:38 GMT+00:00"
"1.5.5.1.1.1","5e1a1","0412","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.1.1.1","5e1a1a","0413","BKN","Mon 15 May 2006 06:37:59 GMT+00:00"
"1.5.5.1.1.2","5e1a2","0414","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.1.2.1","5e1a2a","0674","BKN","Mon 15 May 2006 06:37:58 GMT+00:00"
"1.5.5.1.1.3","5e1a3","0675","BKN","Mon 15 May 2006 06:38:03 GMT+00:00"
"1.5.5.1.1.3.1","5e1a3a","0676","BKN","Mon 15 May 2006 06:38:15 GMT+00:00"
"1.5.5.1.2","5e1b","0415","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.5.5.1.2.1","5e1b1","0416","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.2","5e1b2","0417","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.3","5e1b3","0418","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.4","5e1b4","0419","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.5","5e1b5","0420","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.6","5e1b6","0421","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.6.1","5e1b6a","0422","BKN","Fri 19 May 2006 07:47:34 GMT+00:00"
"1.5.5.1.2.7","5e1b7","0423","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.8","5e1b8","0424","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.9","5e1b9","0425","BKN","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.10","5e1b10","0657","BKN","Mon 15 May 2006 06:32:14 GMT+00:00"
"1.5.6","5f","0638","BKN","Mon 15 May 2006 06:25:01 GMT+00:00"
"1.5.6.1","5f1","0640","BKN","Tue 6 Jun 2006 07:18:30 GMT+00:00"
"1.5.6.2","5f2","0655","BKN","Tue 6 Jun 2006 07:18:36 GMT+00:00"
"1.5.6.2.1","5f2a","0656","BKN","Thu 7 Dec 2006 01:32:10 GMT+00:00"
"1.5.6.3","5f3","0641","BKN","Mon 15 May 2006 06:29:06 GMT+00:00"
"1.5.6.4","5f4","0642","BKN","Mon 15 May 2006 06:28:32 GMT+00:00"
"1.5.7","5g","0639","BKN","Mon 15 May 2006 06:25:03 GMT+00:00"
"1.5.7.1","5g1","0643","BKN","Mon 15 May 2006 06:34:19 GMT+00:00"
"1.5.7.2","5g2","0644","BKN","Mon 15 May 2006 06:29:34 GMT+00:00"
"1.5.7.2.1","5g2a","0645","BKN","Mon 15 May 2006 06:29:37 GMT+00:00"
"1.5.7.2.2","5g2b","0646","BKN","Mon 15 May 2006 06:29:38 GMT+00:00"
"1.5.7.2.3","5g2c","0647","BKN","Mon 15 May 2006 06:29:39 GMT+00:00"
"1.5.7.2.4","5g2d","0648","BKN","Mon 15 May 2006 06:29:41 GMT+00:00"
"1.5.7.2.4.1","5g2d1","0649","BKN","Mon 15 May 2006 06:30:38 GMT+00:00"
"1.5.7.3","5g3","0652","BKN","Mon 15 May 2006 06:29:57 GMT+00:00"
"1.5.7.3.1","5g3a","0653","BKN","Mon 15 May 2006 06:30:07 GMT+00:00"
"1.5.8","5h","0658","BKN","Mon 15 May 2006 06:35:01 GMT+00:00"
"1.5.8.1","5h1","0659","BKN","Mon 15 May 2006 06:35:07 GMT+00:00"
"1.5.8.2","5h2","0760","BKN","Tue 6 Jun 2006 07:19:00 GMT+00:00"
"1.5.8.2.1","5h2a","0761","BKN","Tue 6 Jun 2006 07:19:05 GMT+00:00"
"1.5.8.3","5h3","0762","BKN","Tue 6 Jun 2006 07:21:45 GMT+00:00"
"1.5.9","5i","0636","BKN","Mon 15 May 2006 06:24:39 GMT+00:00"
"1.5.9.1","5i1","0426","BKN","Thu 7 Dec 2006 01:19:38 GMT+00:00"
"1.5.9.1.1","5i1a","0428","BKN","Thu 7 Dec 2006 01:11:14 GMT+00:00"
"1.5.9.1.2","5i1b","0429","BKN","Thu 7 Dec 2006 01:11:14 GMT+00:00"
"1.5.9.1.3","5i1c","0430","BKN","Thu 7 Dec 2006 01:11:15 GMT+00:00"
"1.5.9.1.4","5i1d","0776","BKN","Thu 7 Dec 2006 01:11:15 GMT+00:00"
"1.5.9.1.4.1","5i1d1","0777","BKN","Thu 15 Jun 2006 07:04:52 GMT+00:00"
"1.5.9.1.5","5i1e","0861","BKN","Thu 7 Dec 2006 01:32:46 GMT+00:00"
"1.5.9.1.5.1","5i1e1","0862","BKN","Thu 7 Dec 2006 01:32:57 GMT+00:00"
"1.5.9.1.6","5i1f","0863","BKN","Thu 7 Dec 2006 01:33:02 GMT+00:00"
"1.5.9.1.6.1","5i1f1","0864","BKN","Thu 7 Dec 2006 01:33:07 GMT+00:00"
"1.5.10","5j","0616","BKN","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.6","6","011","BKN","Tue 9 May 2006 06:45:12 GMT+00:00"
"1.6.1","6a","0610","BKN","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.6.2","6b","0459","BKN","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.6.2.1","6b1","0460","BKN","Tue 9 May 2006 07:43:22 GMT+00:00"
"1.6.2.2","6b2","0461","BKN","Tue 9 May 2006 07:43:27 GMT+00:00"
"1.6.3","6c","0617","BKN","Mon 15 May 2006 06:19:45 GMT+00:00"
